Indicator,  Merchandise exports by product group and destination – annual (Million US dollar),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Africa,SI3_AGG - MACH - Chemicals,Other Africa,,,1372,1703,1974,1728,2070,2562,3025,3081,4813,3986,4842,5565,6291,6608,6497,6999,6353,6791,
Africa,SI3_AGG - MACH - Chemicals,Other Asia,,,116,137,149,135,207,372,300,342,1262,616,1016,1262,1012,835,1023,803,736,792,
Africa,SI3_AGG - MACH - Chemicals,Other CIS,,,19,5,3,4,6,8,5,8,9,10,22,36,51,33,41,28,24,27,
Africa,SI3_AGG - MACH - Chemicals,Russian Federation,,,23,46,36,44,2,9,16,17,21,14,21,76,57,53,58,69,51,84,
Africa,SI3_AGG - MACH - Chemicals,Six East Asian traders,,,168,192,182,735,195,262,262,277,419,324,435,482,552,475,646,488,551,566,
Africa,SI3_AGG - MACH - Chemicals,South Africa,,,90,55,59,38,611,170,118,656,768,589,730,703,838,1017,855,824,773,963,
Africa,SI3_AGG - MACH - Chemicals,South and Central America and the Caribbean,,,206,206,247,298,390,418,481,738,1413,617,1103,1564,1771,1788,1288,804,908,1074,
Africa,SI3_AGG - MACH - Chemicals,United States of America,,,375,389,521,528,596,916,736,1025,1393,722,1177,1645,1422,1139,1296,1068,1168,1206,
Africa,SI3_AGG - MACHOC - Other chemicals,World,,,4940,5360,5801,6601,7990,9321,10164,12343,20472,13115,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Africa,,,1311,1656,1929,1627,2516,2564,2957,3472,5234,4215,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Asia,,,1075,1085,1143,1724,1630,2020,2016,2143,5169,3030,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Australia and New Zealand,,,80,98,104,109,152,171,164,118,224,100,110,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Brazil,,,125,150,175,244,334,307,341,585,1199,457,869,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,China,,,43,79,79,137,183,216,212,245,447,523,479,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,"Commonwealth of Independent States (CIS), including associate and former member States",,,41,50,37,47,6,14,18,22,27,18,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Europe,,,1555,1621,1610,1989,2301,2701,3255,4189,5714,3472,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Four East Asian traders,,,138,159,146,694,151,184,182,179,190,183,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,India,,,623,539,612,581,797,929,979,1034,2868,1522,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Japan,,,78,74,55,70,142,152,182,230,187,103,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Least-developed countries,,,635,567,736,858,1030,1235,1477,1569,2445,2037,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Mexico,,,17,13,25,38,55,43,36,29,50,59,64,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Middle East,,,291,256,242,294,352,463,475,548,1195,772,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Non-EU south-eastern Europe,,,98,98,108,156,198,258,330,415,793,637,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Non-EU western Europe,,,19,10,14,14,14,28,42,73,48,22,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,North America,,,422,425,557,581,714,1033,848,1096,1465,809,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Other Africa,,,1225,1604,1875,1592,1909,2397,2843,2820,4468,3631,4536,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Other Asia,,,114,135,148,133,205,368,296,336,1254,600,999,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Other CIS,,,18,4,2,3,5,6,2,5,6,4,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Russian Federation,,,23,46,36,44,1,8,16,17,21,14,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,Six East Asian traders,,,164,189,178,731,192,258,256,272,411,312,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,South Africa,,,87,53,54,35,608,167,114,652,766,584,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,South and Central America and the Caribbean,,,206,205,245,295,388,415,479,731,1404,610,,,,,,,,,
Africa,SI3_AGG - MACHOC - Other chemicals,United States of America,,,373,386,517,521,589,905,729,1015,1384,710,,,,,,,,,
Albania,SI3_AGG - AG - Agricultural products,World,37,27,33,35,33,48,62,67,78,94,104,94,107,132,140,161,176,183,218,274,317
Albania,SI3_AGG - AGFO - Food,World,20,19,17,18,12,25,35,38,45,57,54,62,70,81,91,106,123,133,169,222,258
Albania,SI3_AGG - MA - Manufactures,World,137,221,210,257,278,376,491,525,585,754,948,763,960,1169,1085,1218,1432,1224,1339,1626,1999
Albania,SI3_AGG - MACH - Chemicals,World,1,1,2,3,2,2,2,3,3,4,6,7,7,19,12,18,22,23,25,28,42
Algeria,SI3_AGG - AG - Agricultural products,World,44,33,47,39,47,57,65,72,91,101,132,120,329,377,327,413,337,247,341,370,267
Algeria,SI3_AGG - AGFO - Food,World,34,28,36,28,44,52,62,70,88,98,127,116,320,359,320,405,326,237,331,352,247
Algeria,SI3_AGG - MA - Manufactures,World,181,267,318,356,466,330,392,439,574,566,825,392,460,658,646,572,1203,1093,990,940,1855
Algeria,SI3_AGG - MACH - Chemicals,World,105,129,162,193,218,220,202,303,328,278,505,259,312,478,508,444,1099,1020,887,777,1529
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,World,,,7358,7387,7816,8311,9571,11584,13405,14999,18177,17410,18653,23557,23414,24311,27226,25582,26005,28039,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Africa,,,32,17,22,82,49,35,60,87,102,97,126,258,247,245,196,166,118,128,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Andean Community (ANDEAN),,,509,619,583,592,582,764,906,929,1124,1254,1346,1699,4262,2298,2417,2012,2226,2060,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Asia,,,1164,971,966,902,1199,1522,1532,1633,2071,2060,2593,3176,3134,3273,4005,4273,4319,5500,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Australia and New Zealand,,,39,47,33,35,44,53,63,74,94,94,116,128,144,166,215,191,188,203,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Brazil,,,,,,,,,,98,154,120,147,221,301,318,304,219,246,235,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,China,,,423,261,344,311,486,657,571,650,963,906,1154,1485,1361,1412,1522,1725,1321,1934,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,"Commonwealth of Independent States (CIS), including associate and former member States",,,181,203,280,310,346,417,421,507,679,748,786,938,1015,1162,1189,986,1018,1140,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Europe,,,2202,2084,2242,2556,2839,3674,4276,5068,5944,5456,5862,7697,6982,7146,8070,7742,8010,8429,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Extra Andean Community Trade,,,6849,6768,7233,7719,8989,10820,12499,14070,17053,16156,17307,21859,19152,22013,24809,23569,23779,25980,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Four East Asian traders,,,162,138,129,118,149,195,197,210,243,259,313,457,430,386,574,524,572,673,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,India,,,7,11,10,15,12,14,8,12,13,20,25,43,51,47,71,69,112,84,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Japan,,,393,397,389,366,427,500,584,571,616,590,820,817,722,656,700,671,674,714,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Least-developed countries,,,,,,,,,,107,106,120,130,169,169,161,176,122,115,138,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Mexico,,,,,,,,,,153,199,208,225,253,238,224,330,344,349,320,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Middle East,,,79,65,80,74,76,77,73,79,67,89,129,160,136,136,196,287,342,475,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Non-EU south-eastern Europe,,,29,23,31,20,39,51,82,147,135,134,134,215,234,282,282,315,167,171,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Non-EU western Europe,,,60,49,50,37,55,57,68,104,112,77,85,116,119,86,98,87,90,110,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,North America,,,2310,2397,2719,2858,3100,3682,4232,4286,4909,5038,5540,6856,6456,6838,8010,7836,7852,8266,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Other Africa,,,29,15,21,76,36,27,35,61,68,67,101,236,226,231,180,151,103,113,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Other Asia,,,140,117,61,57,81,103,109,116,142,191,165,246,426,607,924,1094,1452,1892,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Other CIS,,,6,4,5,4,9,15,17,18,22,30,51,70,124,167,191,133,131,145,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,Russian Federation,,,175,199,275,306,337,402,404,489,657,718,735,868,891,995,998,853,886,995,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,South Africa,,,3,2,1,6,13,8,25,26,34,30,25,23,21,14,16,15,15,16,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,South and Central America and the Caribbean,,,1380,1596,1442,1465,1953,2062,2707,3212,4218,3751,3338,4260,5310,5342,5434,4153,4193,4064,
Andean Community (ANDEAN),SI3_AGG - AG - Agricultural products,United States of America,,,,,,,,,,3881,4424,4540,4943,6117,5763,6162,7123,6957,6952,7356,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,World,,,6336,6300,6569,7020,8162,9892,11442,12802,15771,15294,16170,20917,20657,21343,24051,22657,23132,25033,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Africa,,,32,16,22,82,49,35,60,85,100,96,124,253,243,242,192,162,115,125,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Andean Community (ANDEAN),,,472,590,552,555,533,711,849,881,1080,1219,1297,1636,4210,2242,2359,1966,2185,2017,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Asia,,,1106,923,920,837,1122,1419,1388,1474,1876,1845,2297,2878,2816,2886,3587,3877,3927,5056,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Australia and New Zealand,,,39,47,33,34,43,51,61,70,89,89,111,119,131,149,198,173,168,180,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Brazil,,,,,,,,,,75,116,93,107,176,245,264,237,163,200,202,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,China,,,400,246,334,297,462,613,497,572,854,776,977,1336,1227,1236,1312,1515,1142,1707,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,"Commonwealth of Independent States (CIS), including associate and former member States",,,167,178,248,266,289,342,318,401,558,580,571,689,714,837,868,780,838,926,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Europe,,,2064,1942,2080,2380,2650,3439,4009,4757,5632,5111,5470,7280,6566,6709,7570,7256,7552,7959,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Extra Andean Community Trade,,,5864,5710,6017,6465,7629,9181,10593,11921,14691,14075,14873,19281,16448,19101,21692,20691,20947,23015,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Four East Asian traders,,,148,123,113,98,127,172,171,184,221,239,293,434,406,348,546,497,541,651,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,India,,,3,9,8,10,9,11,4,3,7,9,10,22,18,4,16,28,57,27,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Japan,,,380,384,374,344,404,473,552,535,572,548,753,743,632,576,612,594,592,625,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Least-developed countries,,,,,,,,,,104,106,120,130,169,168,161,175,120,112,135,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Mexico,,,,,,,,,,96,143,181,194,215,202,191,283,298,315,295,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Middle East,,,78,64,79,73,74,75,70,74,60,81,117,148,125,121,179,257,316,448,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Non-EU south-eastern Europe,,,27,23,27,15,33,46,75,136,122,129,128,211,226,273,272,306,159,165,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Non-EU western Europe,,,54,44,44,30,48,49,60,91,105,66,73,106,110,74,85,75,78,98,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,North America,,,1608,1629,1809,1951,2130,2531,2968,2920,3446,3825,4167,5418,4973,5263,6369,6230,6220,6591,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Other Africa,,,29,14,21,76,36,27,35,60,68,67,101,233,225,230,178,149,101,111,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Other Asia,,,136,114,58,54,77,99,103,110,133,184,153,225,401,573,903,1070,1427,1865,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Other CIS,,,4,1,3,1,5,10,10,12,14,16,23,37,82,106,148,88,94,95,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,Russian Federation,,,163,177,245,265,284,332,308,389,544,564,548,652,631,731,720,692,744,831,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,South Africa,,,3,2,1,6,13,8,25,25,32,29,23,20,19,12,14,13,13,14,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,South and Central America and the Caribbean,,,1274,1500,1351,1373,1846,1946,2534,2972,3925,3596,3175,4052,5102,5118,5163,3957,4012,3892,
Andean Community (ANDEAN),SI3_AGG - AGFO - Food,United States of America,,,,,,,,,,2609,3049,3392,3656,4777,4382,4693,5599,5468,5419,5770,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,World,,,895,1013,1034,1120,1106,1482,1887,2003,2528,2242,2509,3591,3907,4613,5438,4596,4863,5626,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Africa,,,4,1,2,4,3,5,18,24,30,17,9,88,87,43,42,23,26,39,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Andean Community (ANDEAN),,,45,63,58,49,48,75,87,88,118,118,126,157,2131,236,243,207,224,230,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Asia,,,117,89,82,68,101,99,135,148,210,149,197,463,566,795,1223,1328,1519,1987,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Australia and New Zealand,,,1,0,0,0,0,0,0,1,1,3,1,3,4,7,4,1,1,4,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Brazil,,,,,,,,,,11,16,16,22,41,37,71,68,45,51,54,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,China,,,5,5,13,11,29,22,52,53,91,50,83,193,192,202,325,310,141,224,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,"Commonwealth of Independent States (CIS), including associate and former member States",,,0,3,0,2,4,8,9,21,29,21,19,30,37,60,58,34,57,70,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Europe,,,310,335,332,412,438,674,822,920,1200,899,1044,1306,1329,1673,1727,1424,1552,1827,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Extra Andean Community Trade,,,850,950,976,1071,1058,1407,1800,1915,2410,2124,2383,3434,1776,4378,5195,4389,4640,5396,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Four East Asian traders,,,48,31,29,24,39,42,49,59,70,55,64,131,134,123,174,152,173,196,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,India,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Japan,,,59,49,39,31,30,32,28,28,40,33,39,61,55,66,56,50,69,68,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Least-developed countries,,,,,,,,,,6,5,5,1,11,4,7,8,3,3,3,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Mexico,,,,,,,,,,9,8,3,6,13,10,26,64,50,38,24,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Middle East,,,0,2,1,1,2,3,0,0,3,0,0,7,4,2,5,6,5,12,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Non-EU south-eastern Europe,,,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,4,2,5,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Non-EU western Europe,,,0,0,1,0,2,2,1,1,1,1,1,1,1,0,1,1,1,1,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,North America,,,335,401,458,482,435,464,604,533,577,630,721,994,1116,1239,1479,1217,1136,1205,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Other Africa,,,2,0,2,3,2,4,13,14,21,14,7,81,80,39,39,21,22,36,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Other Asia,,,4,4,1,2,3,3,6,7,8,8,10,74,181,398,663,815,1134,1494,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Other CIS,,,0,0,0,0,0,1,1,5,8,5,6,5,6,10,6,2,3,3,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,Russian Federation,,,0,3,0,2,4,7,8,16,21,16,13,24,31,51,51,32,55,67,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,South Africa,,,2,1,0,1,1,1,5,10,9,3,2,7,8,4,4,3,4,3,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,South and Central America and the Caribbean,,,128,141,107,107,123,155,233,270,365,395,373,550,685,736,826,486,461,486,
Andean Community (ANDEAN),SI3_AGG - AGFOFI - Fish,United States of America,,,,,,,,,,514,559,610,701,961,1086,1190,1390,1141,1072,1145,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,World,,,5441,5287,5535,5900,7056,8410,9555,10799,13243,13052,13661,17327,16750,16730,18613,18061,18269,19407,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Africa,,,28,15,20,78,46,30,42,61,70,79,115,165,156,198,150,139,89,86,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Andean Community (ANDEAN),,,427,527,494,506,485,636,762,793,962,1101,1171,1480,2079,2006,2116,1759,1961,1787,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Asia,,,989,834,838,769,1021,1320,1253,1326,1666,1696,2100,2415,2250,2090,2363,2549,2408,3069,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Australia and New Zealand,,,38,47,33,34,43,51,61,69,88,86,110,116,127,142,194,171,167,176,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Brazil,,,,,,,,,,64,100,77,85,135,207,193,169,119,150,148,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,China,,,395,241,321,286,433,591,445,519,763,726,894,1143,1035,1035,987,1206,1001,1483,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,"Commonwealth of Independent States (CIS), including associate and former member States",,,167,175,248,264,285,334,309,380,529,559,552,659,677,777,810,745,780,856,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Europe,,,1754,1607,1748,1968,2212,2765,3187,3837,4432,4212,4426,5974,5237,5037,5843,5832,6000,6132,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Extra Andean Community Trade,,,5014,4760,5041,5394,6571,7774,8793,10006,12281,11951,12490,15847,14672,14724,16497,16302,16308,17619,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Four East Asian traders,,,100,92,84,74,88,130,122,125,151,184,229,302,272,225,372,345,367,455,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,India,,,3,9,8,10,9,11,4,3,7,9,10,22,18,4,16,27,57,27,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Japan,,,321,335,335,313,374,441,524,507,532,515,714,682,577,510,555,544,522,557,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Least-developed countries,,,,,,,,,,98,101,115,129,158,163,153,166,118,109,132,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Mexico,,,,,,,,,,87,135,178,188,202,192,165,219,248,276,271,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Middle East,,,78,62,78,72,72,72,70,74,57,81,117,142,121,119,175,252,310,437,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Non-EU south-eastern Europe,,,27,23,27,15,33,46,75,136,121,129,128,210,225,270,269,302,157,161,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Non-EU western Europe,,,54,44,43,30,46,47,59,90,104,65,72,105,109,73,84,74,77,98,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,North America,,,1273,1228,1351,1469,1695,2067,2364,2387,2869,3195,3446,4424,3857,4024,4890,5013,5085,5386,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Other Africa,,,27,14,19,73,34,23,22,46,47,53,94,152,145,191,140,128,80,75,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Other Asia,,,132,110,57,52,74,96,97,103,125,176,143,151,220,175,240,255,293,371,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Other CIS,,,4,1,3,1,5,9,9,7,6,11,17,32,76,96,141,86,92,92,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,Russian Federation,,,163,174,245,263,280,325,300,373,523,548,535,628,601,680,669,659,689,764,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,South Africa,,,1,1,1,5,12,7,20,15,23,26,21,14,11,8,10,10,9,11,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,South and Central America and the Caribbean,,,1146,1359,1244,1266,1723,1791,2301,2702,3560,3201,2802,3503,4416,4382,4337,3471,3551,3406,
Andean Community (ANDEAN),SI3_AGG - AGFOOF - Other food products,United States of America,,,,,,,,,,2095,2490,2782,2955,3816,3295,3503,4209,4326,4347,4624,
Andean Community (ANDEAN),SI3_AGG - AGRA - Raw materials,World,,,1022,1087,1247,1291,1409,1692,1963,2197,2406,2116,2483,2640,2757,2968,3175,2925,2872,3007,
Andean Community (ANDEAN),SI3_AGG - AGRA - Raw materials,Africa,,,0,1,0,0,0,0,0,2,2,1,2,5,4,3,4,4,3,3,
Andean Community (ANDEAN),SI3_AGG - AGRA - Raw materials,Andean Community (ANDEAN),,,37,29,31,37,49,53,57,48,44,35,49,62,52,56,58,47,41,42,
Andean Community (ANDEAN),SI3_AGG - AGRA - Raw materials,Asia,,,58,48,46,65,77,103,144,159,195,215,296,297,319,387,419,395,392,444,
Andean Community (ANDEAN),SI3_AGG - AGRA - Raw materials,Australia and New Zealand,,,0,0,0,1,1,2,2,4,5,5,5,9,13,17,17,18,20,23,
Andean Community (ANDEAN),SI3_AGG - AGRA - Raw materials,Brazil,,,,,,,,,,23,38,27,40,46,57,53,67,55,46,33,
Andean Community (ANDEAN),SI3_AGG - AGRA - Raw materials,China,,,23,15,10,14,24,44,74,78,109,130,177,149,134,176,210,210,179,227,
Andean Community (ANDEAN),SI3_AGG - AGRA - Raw materials,"Commonwealth of Independent States (CIS), including associate and former member States",,,14,25,32,44,57,75,103,106,121,168,215,250,302,325,321,206,180,214,
Andean Community (ANDEAN),SI3_AGG - AGRA - Raw materials,Europe,,,138,142,162,176,189,235,267,311,312,345,392,418,416,437,500,486,458,470,
Andean Community (ANDEAN),SI3_AGG - AGRA - Raw materials,Extra Andean Community Trade,,,985,1058,1216,1254,1360,1639,1906,2149,2362,2081,2434,2578,2704,2912,3117,2878,2832,2964,
Andean Community (ANDEAN),SI3_AGG - AGRA - Raw materials,Four East Asian traders,,,14,15,16,20,22,23,26,26,22,20,20,23,25,38,29,27,31,22,
Andean Community (ANDEAN),SI3_AGG - AGRA - Raw materials,India,,,4,2,2,5,3,3,4,9,6,11,15,21,33,43,55,41,55,57,
