country_1,Genre_1,Genre_2,Genre_3,imdb_title_id,title,year,date_published,duration,language,director,writer,production_company,avg_vote,votes,reviews_from_users,reviews_from_critics,weighted_average_vote,total_votes,males_allages_avg_vote,males_allages_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes
South Korea,Action, Horror, Thriller,tt2466708,Dak teol,2012,2013-06-20,97,Korean,Sung-Hong Kim,Sung-Hong Kim,Nomad Film Company,4.7,103,1,0,4.7,103,4.8,77,4.4,10,5.0,38,4.7,26,5.0,13,5.0,4,4.9,9,0.0,0,3.5,6,5.5,15,4.7,63
USA,Horror, Thriller,,tt2469200,The Conduit,2016,2016-04-12,101,English,Sixto Melendez,Sixto Melendez,Rock Soup Productions,3.4,196,4,4,3.4,196,3.4,121,4.4,7,3.3,64,3.5,44,3.1,43,3.6,6,2.2,19,3.8,17,3.4,14,3.5,63,3.3,74
USA,Horror, Thriller,,tt2469760,Cam2Cam,2014,2014-08-22,91,English,Joel Soisson,"Marie Gautier, Davy Sihali",,3.6,711,3,26,3.6,711,3.5,486,3.6,76,3.4,271,3.8,127,3.5,117,3.3,38,3.4,54,4.3,19,4.0,45,4.1,211,3.2,285
USA,Horror, Mystery, Thriller,tt2473510,Paranormal Activity: The Ghost Dimension,2015,2015-10-23,88,"English, German, Ukrainian",Gregory Plotkin,"Jason Pagan, Andrew Deutschman",Blumhouse Productions,4.6,23073,121,137,4.6,23073,4.5,14215,4.4,4809,4.6,6730,4.6,1573,4.8,3467,4.7,1429,4.9,1463,5.0,294,4.0,233,4.5,3311,4.5,9671
USA,Horror, Mystery, Thriller,tt2473682,Paranormal Activity: The Marked Ones,2014,2014-01-01,84,"English, Spanish",Christopher Landon,"Christopher Landon, Oren Peli",Paramount Pictures,5.0,37873,172,227,5.0,37873,5.0,24554,5.0,8858,5.0,11464,4.9,2479,5.0,6287,5.0,2750,5.0,2581,4.9,480,4.4,287,5.1,6530,4.9,16097
France,Horror, Thriller,,tt2473750,Aux yeux des vivants,2014,2014-04-30,90,French,"Alexandre Bustillo, Julien Maury","Alexandre Bustillo, Alexandre Bustillo",Metaluna Productions,5.4,1841,16,95,5.4,1841,5.4,1344,5.5,171,5.4,826,5.3,288,5.6,205,5.4,47,5.6,115,5.9,27,5.1,57,5.8,191,5.3,1131
UK,Horror,,,tt2474976,The Hallow,2015,2015-11-13,97,English,Corin Hardy,"Corin Hardy, Felipe Marino",Occupant Entertainment,5.7,14243,78,163,5.7,14243,5.7,9492,5.7,2010,5.7,5368,5.6,1624,5.5,2054,5.4,579,5.5,1059,5.9,299,5.4,206,5.9,2508,5.6,6772
UK,Drama, Horror,,tt2478994,Lone Walker,2013,2013-05-13,45,English,Paul T.T. Easter,Paul T.T. Easter,Side Effect Films,2.3,119,0,0,2.3,119,2.5,79,2.9,7,1.5,47,3.7,25,1.8,33,1.0,1,1.4,24,4.5,8,2.0,1,4.5,6,1.8,104
USA,Horror, Thriller,,tt2481496,Mercy,2014,2014-10-07,79,English,Peter Cornwell,"Stephen King, Matt Greenberg",Blumhouse Productions,5.0,4645,26,31,5.0,4645,4.9,2622,4.9,503,4.8,1355,5.0,656,5.2,1186,5.0,285,5.1,596,5.5,228,4.6,103,5.2,1040,4.8,1892
USA,Horror, Thriller,,tt2482856,The Church,2018,2019-07-09,81,English,Dom Frank,"Dom Frank, Dom Frank",Hard Floor Entertainment,2.8,116,13,11,2.8,116,2.8,76,3.7,10,2.5,36,2.9,24,2.7,11,0.0,0,3.0,5,6.5,4,3.7,16,3.7,28,2.3,40
USA,Drama, Horror, Romance,tt2484254,Beautiful Prison,2016,2016-07-12,83,English,Joel Vallie,"Eric Machiela, Joel Vallie",,4.8,574,8,1,4.8,574,4.3,237,6.0,38,4.3,109,4.1,73,5.7,244,6.7,118,5.6,114,3.2,10,4.5,16,5.2,178,4.7,252
USA,Horror, Thriller,,tt2486278,Blood Shed,2013,2014-03-04,94,"English, Spanish, French","Patrick Hasson, Juan Carlos Saizarbitoria",Patrick Hasson,Enderby Entertainment,2.9,567,8,4,2.9,567,2.9,409,2.7,84,2.9,211,3.2,98,2.8,88,2.3,23,2.4,45,4.2,17,2.7,37,3.3,130,2.7,259
UK,Horror, Mystery, Thriller,tt2488220,Eden Lodge,2015,2015-08-24,80,English,Andreas Prodromou,Andreas Prodromou,Lost Boy Pictures,3.5,311,7,5,3.5,311,3.5,198,3.1,18,3.4,91,3.7,80,3.4,56,3.4,15,2.7,18,4.4,17,3.1,17,3.6,39,3.5,174
USA,Drama, Horror, Mystery,tt2488366,The Unwanted,2014,2014-05-17,95,English,Bret Wood,Bret Wood,Illustrated Films LLC,3.9,483,5,12,3.9,483,3.9,285,4.5,16,3.8,140,4.0,114,4.0,119,4.6,27,3.6,49,4.0,35,4.3,37,4.3,186,3.7,138
USA,Action, Comedy, Horror,tt2490326,Cooties,2014,2015-09-18,88,English,"Jonathan Milott, Cary Murnion","Leigh Whannell, Ian Brennan",SpectreVision,5.7,21458,99,131,5.7,21458,5.6,14708,5.7,3705,5.6,8107,5.5,2065,5.8,2850,5.7,910,5.8,1463,5.8,289,5.4,265,6.0,4160,5.5,9590
Japan,Horror,,,tt2493466,Kuroyuri danchi,2013,2013-05-18,106,Japanese,Hideo Nakata,"Jun'ya Katô, Ryûta Miyake",Dentsu,5.1,953,11,51,5.1,953,5.1,631,5.5,88,5.1,383,5.1,141,5.0,184,5.0,56,4.9,96,5.5,27,4.8,32,5.6,89,5.1,615
USA,Drama, Horror, Western,tt2494362,Bone Tomahawk,2015,2016-02-19,132,English,S. Craig Zahler,S. Craig Zahler,Caliber Media Company,7.1,75139,376,284,7.1,75139,7.1,54781,7.3,12907,7.1,29276,6.9,9230,6.9,4516,6.9,1026,6.8,2237,7.0,915,7.0,439,7.3,11802,7.0,35494
USA,Adventure, Horror, Mystery,tt2496400,Ten,2014,2014-01-01,83,English,"Sophia Cacciola, Michael J. Epstein","Michael J. Epstein, Sarah Wait Zaranek",Launch Over,5.4,632,4,19,5.4,632,5.2,392,4.1,14,6.1,290,3.8,83,6.1,199,4.1,17,6.3,152,7.3,25,4.1,14,6.5,423,4.2,129
Germany,Drama, Horror,,tt2498618,Carcinoma,2014,2014-05-31,87,German,Marian Dora,Marian Dora,,6.4,101,0,6,6.4,101,5.8,52,6.8,12,5.0,20,5.7,15,7.4,8,8.0,3,9.0,1,7.7,3,5.8,5,6.0,12,5.9,44
UK,Fantasy, Horror,,tt2501366,Scrawl,2015,2019-06-11,82,English,Peter Hearn,Peter Hearn,Cyfuno Ventures,4.2,170,7,8,4.2,170,4.0,126,5.4,37,3.5,46,4.0,36,4.7,9,4.2,5,9.0,2,10.0,1,4.1,24,3.9,43,4.4,59
USA,Horror, Mystery, Thriller,tt2503154,The Den,2013,2014-03-14,81,English,Zachary Donohue,"Zachary Donohue, Lauren Thompson",Cliffbrook Films,6.0,12454,91,69,6.0,12454,6.0,7569,6.1,2039,6.0,4019,5.9,1144,6.1,2628,6.1,942,6.0,1247,6.2,296,4.9,140,6.1,3188,5.9,4939
USA,Horror,,,tt2503358,Speak No Evil,2013,2015-10-08,74,English,Roze,Roze,Gas Mask Films,3.5,543,10,13,3.5,543,3.5,340,3.0,48,3.5,171,3.6,109,3.5,104,2.6,26,3.5,46,5.0,24,3.7,21,4.4,103,3.3,248
USA,Horror,,,tt2503968,Night of the Tentacles,2013,2013-01-22,90,English,Dustin Mills,Dustin Mills,Dustin Mills Productions,3.9,191,9,9,3.9,191,3.8,138,5.0,15,3.7,72,3.6,50,2.9,13,4.0,2,2.3,7,6.0,4,3.1,18,3.9,64,3.5,66
UK,Horror, Mystery,,tt2504580,Soulmate,2013,2013-10-18,104,English,Axelle Carolyn,Axelle Carolyn,Forecast Features,5.1,715,13,27,5.1,715,4.9,328,5.7,37,4.6,163,5.1,118,5.5,252,5.2,51,5.2,122,6.1,69,4.1,26,5.2,237,5.0,275
USA,Horror,,,tt2505856,Infliction,2014,2014-03-16,100,English,Jack Thomas Smith,Jack Thomas Smith,Fox Trail Productions,5.7,542,18,210,5.7,542,5.4,295,4.5,22,6.1,196,4.5,73,5.1,74,4.8,8,5.1,43,5.0,17,4.8,24,6.3,232,4.4,99
Hong Kong,Fantasy, Horror, Thriller,tt2506386,Zong sheng,2014,2014-03-13,88,"Cantonese, Mandarin","Tin Chi Ng, Herman Yau","Tin Chi Ng, Celine Dornier",Imagine Nation Films,4.7,318,2,19,4.7,318,4.5,215,3.2,24,4.7,116,4.6,69,5.3,69,5.7,15,4.7,40,7.1,9,4.2,17,4.4,23,4.7,196
USA,Drama, Horror, Thriller,tt2507280,Mr. Jones,2013,2014-05-02,84,English,Karl Mueller,Karl Mueller,Campfire,4.7,3777,43,58,4.7,3777,4.6,2374,4.7,502,4.6,1255,4.6,505,4.7,795,5.0,220,4.6,397,4.7,127,4.0,100,4.9,957,4.5,1606
USA,Horror, Sci-Fi, Thriller,tt2510434,Alien Abduction,2014,2014-05-01,85,English,Matty Beckerman,Robert Lewis,Exclusive Media Group,4.9,7550,57,42,4.9,7550,4.8,5203,4.9,1137,4.8,2773,4.9,1022,5.1,1012,5.0,292,4.9,508,5.7,145,4.3,125,5.1,1419,4.7,3361
USA,Horror,,,tt2510820,Community Service the Movie,2012,2012-07-21,69,English,Joseph Kelly,"David Berry, Joseph Kelly",A Shadow in the Dark Productions,5.4,119,1,4,5.4,119,3.4,52,6.9,6,3.3,26,3.4,19,3.0,13,1.0,1,2.4,6,4.6,6,2.9,12,3.4,40,3.4,18
USA,Horror, Thriller,,tt2513092,The Monkey's Paw,2013,2013-10-08,91,English,Brett Simmons,"Macon Blair, W.W. Jacobs",Chiller Films,4.5,2141,33,25,4.5,2141,4.5,1428,4.5,204,4.4,745,4.6,431,4.5,390,3.7,68,4.3,199,5.4,101,4.1,105,4.7,592,4.3,935
USA,Crime, Horror,,tt2513864,House on the Hill,2012,2012-05-11,85,English,Jeff Frentzen,"Jeff Frentzen, Nicole Marie Polec",North 40 Productions,2.8,255,9,6,2.8,255,2.6,189,3.5,22,2.3,91,2.7,64,3.7,25,3.0,5,3.1,11,5.8,7,2.5,26,2.5,49,2.7,124
UK,Comedy, Horror,,tt2516500,Granny of the Dead,2017,2017-08-28,83,English,Craig Tudor,"Craig Tudor, Craig Tudor",TudorFilms Production,3.2,237,16,6,3.2,237,3.0,162,3.2,18,3.0,76,3.0,61,3.9,30,7.0,2,4.5,10,3.2,11,3.2,26,3.1,39,2.9,115
Mexico,Horror, Mystery, Sci-Fi,tt2516966,1974: La posesión de Altair,2016,2017-04-07,82,Spanish,Victor Dryere,Victor Dryere,Nemesis,5.5,344,4,12,5.5,344,5.5,178,5.7,32,5.5,102,5.1,32,5.8,36,5.6,11,5.8,18,6.7,3,5.0,7,6.5,20,5.3,150
USA,Comedy, Horror,,tt2517298,Stomping Ground,2014,2015-12-24,80,English,Dan Riesser,"Dan Riesser, Dan Riesser",Anvil Entertainment,4.9,215,8,11,4.9,215,4.9,129,4.6,15,5.1,74,4.9,35,4.7,37,5.7,6,4.1,18,4.9,12,3.1,8,5.3,86,4.4,55
Ireland,Horror, Mystery, Thriller,tt2517658,The Canal,2014,2015-05-08,92,English,Ivan Kavanagh,Ivan Kavanagh,The Orchard,5.8,12464,57,104,5.8,12464,5.9,8036,6.1,1487,5.8,4720,5.8,1503,5.7,2371,5.5,615,5.6,1277,6.1,354,5.4,170,6.0,2122,5.7,6318
USA,Horror,,,tt2521436,Preston Castle,2014,2014-10-07,83,English,Martin Rosenberg,"Peter Bailey, Martin Rosenberg",,6.2,1115,7,4,6.2,1115,3.6,146,5.2,16,3.3,59,3.9,61,3.9,53,3.4,8,3.7,21,4.7,21,4.4,20,3.7,98,3.8,62
USA,Horror, Thriller,,tt2523096,Needlestick,2017,2017-02-21,85,English,Steven Karageanes,Steven Karageanes,Decipher Entertainment,3.5,259,8,4,3.5,259,3.4,171,3.8,7,3.3,82,3.6,73,3.8,33,3.3,6,4.0,12,4.0,13,3.8,34,3.9,78,3.2,101
USA,Horror, Thriller,,tt2523426,Ditch,2016,2016-01-01,77,English,Joe Hendrick,"Daniel P. Coughlin, Ryan Coughlin",Water Tree Media,3.4,269,6,10,3.4,269,3.2,185,2.3,11,3.2,82,3.3,83,3.8,27,2.8,4,3.6,15,4.1,7,3.0,23,3.8,74,2.9,112
UK,Horror,,,tt2523692,Decay,2012,2012-12-08,76,English,"Luke Thompson, Michael Mazur","Luke Thompson, Luke Thompson",H2ZZ Productions,3.8,383,16,7,3.8,383,3.8,284,4.3,37,3.8,147,3.7,89,3.8,53,5.1,13,3.2,28,3.8,11,3.6,18,3.9,66,3.8,213
USA,Horror, Thriller,,tt2525156,Kantemir,2015,2015-08-25,84,English,Ben Samuels,"Mark Garbett, Ralph Glenn Howard",Indie Chi Productions,3.4,395,9,5,3.4,395,3.3,262,3.6,32,3.3,149,3.3,72,3.7,65,3.1,15,3.6,33,4.4,15,3.7,30,3.7,64,3.2,204
Israel,Action, Horror,,tt2526898,Cannon Fodder,2013,2014-03-13,93,Hebrew,Eitan Gafny,Eitan Gafny,White Beach Productions,4.2,194,4,14,4.2,194,3.9,144,4.2,16,3.8,77,4.1,46,5.0,23,4.3,3,4.5,15,5.7,5,3.6,12,3.9,46,4.5,93
USA,Comedy, Fantasy, Horror,tt2527186,All Cheerleaders Die,2013,2014-05-08,89,English,"Lucky McKee, Chris Sivertson","Lucky McKee, Chris Sivertson",Modernciné,5.1,7718,46,138,5.1,7718,5.0,4928,5.0,965,5.0,2813,5.1,946,5.5,1566,5.5,671,5.5,686,5.5,118,4.8,172,5.5,1737,4.9,3566
USA,Horror, Thriller,,tt2531334,Keep Watching,2017,2017-10-31,89,English,Sean Carter,Joseph Dembner,Voltage Pictures,4.3,3611,43,23,4.3,3611,4.3,2113,4.1,472,4.3,1058,4.2,413,4.5,714,4.5,238,4.5,312,4.6,93,3.9,93,4.4,691,4.2,1503
USA,Comedy, Horror, Sci-Fi,tt2533024,Unidentified,2013,2013-11-08,90,English,Jason Richard Miller,"Jason Richard Miller, Jason Richard Miller",Unidentified Productions,4.1,283,9,7,4.1,283,4.1,204,5.1,19,4.3,101,3.8,81,3.8,44,5.1,8,3.2,15,3.8,21,3.3,25,4.0,153,3.9,64
USA,Adventure, Comedy, Horror,tt2535348,Let There Be Zombies,2014,2015-03-03,90,"English, Spanish",Andrew Patterson,Andrew Patterson,Cyfuno Ventures,3.0,135,4,2,3.0,135,2.6,82,2.8,21,2.2,32,3.0,27,4.3,21,1.6,5,4.8,7,5.6,9,4.3,6,3.2,52,2.5,33
Australia,Action, Comedy, Horror,tt2535470,Wyrmwood,2014,2015-02-13,98,English,Kiah Roache-Turner,"Kiah Roache-Turner, Tristan Roache-Turner",Guerilla Films,6.2,14970,99,147,6.2,14970,6.2,11417,6.3,1862,6.2,6715,6.2,2312,6.3,1199,5.8,242,6.4,662,6.6,224,5.7,216,6.4,2319,6.1,7872
USA,Horror, Sci-Fi,,tt2536086,Quarantine L.A.,2013,2016-03-17,75,English,Filip Maciejewicz,Filip Maciejewicz,Magic Elevator,2.4,483,10,0,2.4,483,2.4,311,2.5,49,2.4,152,2.5,98,2.4,94,1.8,25,1.9,43,3.5,24,2.1,19,2.7,117,2.2,177
New Zealand,Comedy, Horror,,tt2536124,I Survived a Zombie Holocaust,2014,2015-01-01,104,English,Guy Pigden,"Guy Pigden, Guy Pigden",38 Pictures,4.9,1034,19,25,4.9,1034,4.9,711,4.5,86,4.9,337,4.9,254,5.3,118,4.5,17,5.2,53,6.0,35,4.4,41,5.1,229,4.8,444
USA,Horror, Thriller,,tt2537176,I Spit on Your Grave 2,2013,2014-01-19,106,"English, Bulgarian",Steven R. Monroe,"Neil Elman, Thomas Fenton",Cinetel Films,5.7,25120,126,85,5.7,25120,5.6,17117,5.7,4897,5.6,8824,5.6,2480,5.8,3547,5.8,1550,5.7,1466,5.9,291,4.9,279,5.7,3033,5.6,12705
Japan,Horror,,,tt2542616,Miss Zombie,2013,2013-09-14,85,Japanese,SABU,SABU,Amuse Soft Entertainment,6.3,466,6,26,6.3,466,6.2,332,6.0,59,6.4,189,5.7,76,6.6,57,6.2,12,6.4,34,7.0,10,5.2,31,6.6,51,6.2,287
USA,Action, Horror, Thriller,tt2543202,The Impaler,2013,2013-10-31,86,English,Derek Hockenbrough,"Diana Angelson, Daniel Anghelcev",Flawless Production,3.4,753,10,18,3.4,753,3.2,475,3.6,105,3.2,229,3.0,121,3.4,138,3.8,66,3.0,45,3.9,19,3.6,46,3.7,137,3.1,264
USA,Horror, Thriller,,tt2544472,Apparitional,2014,2015-03-04,85,English,Andrew P. Jones,Andrew P. Jones,Picture Palace Films,4.4,694,18,4,4.4,694,4.2,398,3.2,28,4.1,215,4.6,144,4.6,161,4.9,24,4.2,88,5.2,46,3.6,36,4.6,213,4.0,240
USA,Drama, Horror, Thriller,tt2545384,Home,2016,2016-03-01,87,English,Frank Lin,"Jeff Lam, Frank Lin",A & D Studios,3.9,318,7,14,3.9,318,3.7,146,3.0,12,3.8,69,3.6,56,4.1,104,3.9,15,3.6,46,4.7,37,3.6,25,4.1,131,3.4,80
USA,Crime, Horror, Mystery,tt2545538,Hollow Creek,2016,2016-02-01,116,English,Guisela Moro,"Guisela Moro, Steve Daron",Newfoundland Films,4.2,560,15,11,4.2,560,4.1,340,3.2,16,4.0,158,4.4,147,4.7,125,5.2,13,4.1,50,5.2,53,3.8,29,4.7,146,4.0,218
USA,Action, Horror, Thriller,tt2545936,Jake's Road,2017,2017-09-23,85,English,Mike Mayhall,Mike Mayhall,Action Logistics,4.0,184,5,10,4.0,184,3.9,120,4.2,13,3.8,58,4.0,44,4.3,35,4.0,2,4.0,21,5.0,10,4.2,14,4.6,72,3.6,57
USA,Drama, Horror, Mystery,tt2548396,The Cloverfield Paradox,2018,2018-02-04,102,"English, Mandarin, German",Julius Onah,"Oren Uziel, Oren Uziel",Bad Robot,5.5,86802,612,239,5.5,86802,5.6,58733,5.5,15852,5.6,29829,5.6,7652,5.7,7143,5.7,2214,5.7,3320,5.9,876,5.3,357,5.6,12233,5.5,37147
USA,Fantasy, Horror, Mystery,tt2551396,Come Back to Me,2014,2014-07-25,90,English,Paul Leyden,"Paul Leyden, Wrath James White",Base Productions,5.9,4707,49,19,5.9,4707,5.8,2392,5.8,396,5.8,1315,5.9,577,6.0,1477,5.9,368,5.9,749,6.3,276,5.0,92,5.9,1582,5.7,1510
USA,Horror, Thriller,,tt2551510,Blood Slaughter Massacre,2013,2013-05-19,125,English,Manny Serrano,"Louie Cortes, Manny Serrano",Devarez Films,3.1,154,11,10,3.1,154,3.2,104,4.7,12,3.4,44,3.0,45,3.5,20,2.5,2,3.1,14,5.5,2,2.5,17,3.7,60,2.5,47
USA,Comedy, Horror,,tt2553444,After School Massacre,2014,2014-01-10,73,English,Jared Masters,Jared Masters,Frolic Pictures,3.0,234,9,20,3.0,234,3.0,164,2.8,28,2.9,75,3.1,56,3.0,27,4.5,8,2.3,8,3.2,9,3.0,27,3.1,106,2.9,63
Canada,Drama, Fantasy, Horror,tt2554274,Crimson Peak,2015,2015-10-16,119,English,Guillermo del Toro,"Guillermo del Toro, Matthew Robbins",Double Dare You (DDY),6.5,121914,426,449,6.5,121914,6.4,67353,6.6,19955,6.3,34673,6.4,8592,6.8,28903,6.9,12148,6.7,12188,6.8,2306,6.3,522,6.6,16843,6.5,55732
USA,Horror, Thriller,,tt2554714,Haunting of the Innocent,2014,2014-02-01,97,English,Matt Hish,"Ian Ascher, Chris W. Freeman",Khoury A Marriot Production,2.3,382,12,5,2.3,382,2.4,254,2.5,35,2.4,118,2.5,86,2.0,75,1.8,12,2.2,27,2.1,30,2.2,29,2.7,107,2.0,160
USA,Drama, Horror, Thriller,tt2554842,Girl in Woods,2016,2016-06-03,87,English,Jeremy Benson,Jeremy Benson,GIW,3.3,447,6,21,3.3,447,3.3,265,3.1,20,3.2,121,3.3,109,3.6,93,3.2,14,3.7,41,4.0,31,3.0,38,3.9,123,3.0,171
Germany,Action, Comedy, Horror,tt2558022,Bunker of the Dead,2015,2016-02-18,76,English,Matthias Olof Eich,"Matthias Olof Eich, Bernd Strack",Praetoria Productions,3.8,362,8,8,3.8,362,3.8,274,3.7,34,4.0,132,3.4,87,4.3,23,5.2,5,4.3,12,3.7,6,2.9,23,3.7,50,3.9,185
USA,Drama, Horror, Mystery,tt2558996,Dead Billy,2016,2016-10-14,127,English,Scotty Milder,"Lauren Chavez-Myers, Scotty Milder",ReDefine Entertainment,4.1,104,3,2,4.1,104,4.0,68,4.5,2,4.5,35,4.1,27,4.3,15,6.0,2,4.8,10,6.3,3,4.1,12,5.0,36,3.7,33
USA,Horror, Mystery, Thriller,tt2561546,The Town That Dreaded Sundown,2014,2014-10-17,86,English,Alfonso Gomez-Rejon,"Roberto Aguirre-Sacasa, Earl E. Smith",Blumhouse Productions,5.6,12798,89,154,5.6,12798,5.6,8858,5.6,1880,5.5,5000,5.7,1546,5.4,1818,5.3,510,5.4,954,5.8,253,5.2,219,5.8,3129,5.4,5586
Thailand,Horror,,,tt2563548,3 A.M. 3D,2012,2012-11-22,96,Thai,"Isara Nadee, Kirati Nakintanon","Sukosin Akkrapat, Manachaya Panitsarn",,5.5,662,4,8,5.5,662,5.5,458,5.8,108,5.5,248,5.2,82,5.7,106,5.5,45,5.8,45,6.1,11,4.9,28,5.9,49,5.5,376
USA,Horror, Sci-Fi, Thriller,tt2564978,Lost Time,2014,2014-09-19,93,English,Christian Sesma,"Kenneth Owens, Christian Sesma",King Kai Production,2.8,987,13,8,2.8,987,2.8,682,2.7,91,2.6,324,3.1,236,2.7,149,2.6,33,2.6,68,3.2,40,3.3,49,2.8,176,2.8,454
UK,Fantasy, Horror, Mystery,tt2565974,Razors: The Return of Jack the Ripper,2016,2017-05-08,88,English,"Ian Powell, Karl Ward","Ian Powell, Karl Ward",Magic Mask Pictures Limited,2.4,172,6,5,2.4,172,2.3,113,2.8,11,2.9,46,2.0,44,2.5,23,2.2,4,2.3,11,2.7,7,2.6,18,2.4,28,2.4,82
USA,Crime, Horror, Thriller,tt2566016,The Laughing Mask,2014,2014-10-31,101,English,Michael Aguiar,"Michael Aguiar, Michael Aguiar",Bravestarr Pictures,5.6,513,34,18,5.6,513,5.7,360,4.8,30,6.7,254,4.1,73,5.6,98,4.1,8,6.1,60,4.1,19,4.5,21,6.8,274,4.9,128
Australia,Horror, Thriller,,tt2567220,The Quarantine Hauntings,2015,2015-01-26,81,English,"Arnold Perez, Bianca Biasi","Bianca Biasi, Bianca Biasi",Morning Starr Productions,2.6,227,4,2,2.6,227,2.6,119,2.2,22,2.5,55,2.8,36,2.4,73,1.9,13,2.1,34,3.3,24,2.5,19,2.4,46,2.6,104
Thailand,Horror, Thriller,,tt2569298,Devil May Call,2013,2013-01-01,84,English,Jason Cuadrado,"Jason Cuadrado, Jason Cuadrado",Angel & Bear Productions,4.3,414,13,23,4.3,414,4.3,236,4.3,20,4.0,112,4.6,92,4.4,101,4.5,21,4.1,45,4.8,29,4.5,30,4.5,113,3.9,164
UK,Horror, Thriller,,tt2570414,Blackwood,2014,2014-08-01,90,English,Adam Wimpenny,J.S. Hill,Wildcard Films,5.3,1063,25,26,5.3,1063,5.2,633,5.8,53,5.1,358,5.3,201,5.4,265,5.3,41,5.3,151,5.8,64,4.5,40,5.2,139,5.3,656
USA,Horror,,,tt2570436,Army of the Damned,2013,2013-12-03,85,,Tom DeNucci,Tom DeNucci,Woodhaven Production Company,3.8,434,15,14,3.8,434,3.5,291,3.4,45,3.5,139,3.6,98,4.8,58,5.5,9,4.1,23,5.5,24,4.7,33,4.2,115,3.6,160
Canada,Horror, Sci-Fi,,tt2574666,Septic Man,2013,2014-08-15,83,English,Jesse Thomas Cook,Tony Burgess,Foresight Features,4.0,678,7,56,4.0,678,3.9,492,4.2,47,4.0,289,3.9,132,4.5,85,3.3,14,4.6,43,4.9,22,3.7,35,4.0,183,3.9,299
Canada,Horror, Thriller,,tt2577172,Girlhouse,2014,2015-02-14,99,English,"Jon Knautz, Trevor Matthews",Nick Gordon,Brookstreet Pictures,5.5,7556,52,70,5.5,7556,5.4,5236,5.6,1266,5.4,2808,5.4,902,5.6,951,5.7,361,5.5,424,5.7,115,5.2,146,5.7,1172,5.4,3747
USA,Horror,,,tt2577470,Halloween Awakening: The Legacy of Michael Myers,2012,2012-10-31,47,English,Michael Leavy,"John Carpenter, Steven Della Salla",Fuzz on the Lens Productions,5.7,180,2,2,5.7,180,5.5,112,6.9,36,5.1,47,4.8,23,5.9,19,5.3,6,5.6,9,10.0,2,4.1,9,6.3,45,4.7,43
USA,Action, Horror, Thriller,tt2578608,Krampus: The Christmas Devil,2013,2017-08-21,82,English,Jason Hull,Jason Hull,Snowdog Studio,1.6,1539,32,24,1.6,1539,1.6,969,1.5,197,1.6,451,1.9,257,1.7,246,1.1,63,1.6,114,3.6,48,2.0,85,2.0,250,1.6,666
USA,Comedy, Fantasy, Horror,tt2579836,Ooga Booga,2013,2013-03-12,87,English,Charles Band,Kent Roudebush,,3.5,539,12,23,3.5,539,3.5,405,3.3,69,3.5,211,3.6,100,3.5,56,2.3,12,3.4,25,4.1,16,3.2,33,3.5,204,3.3,167
USA,Comedy, Fantasy, Horror,tt2581244,Life After Beth,2014,2014-10-03,89,English,Jeff Baena,Jeff Baena,Abbolita Productions,5.6,18565,65,170,5.6,18565,5.6,11065,5.7,2748,5.6,6070,5.6,1700,5.7,4376,5.7,1965,5.6,1856,5.9,303,5.3,242,5.8,3888,5.5,8490
USA,Drama, Horror, Thriller,tt2581480,The Channel,2016,2016-03-18,93,English,Tom Lewis,Tom Lewis,,3.1,291,3,1,3.1,291,3.0,192,2.0,16,3.3,107,3.1,58,2.9,42,2.8,9,3.2,17,2.8,12,4.2,27,3.4,34,3.0,140
USA,Horror, Thriller,,tt2582426,Julia,2014,2015-10-23,95,English,Matthew A. Brown,"Matthew A. Brown, Matthew A. Brown",Farraj Factory,4.5,1568,22,55,4.5,1568,4.6,1008,4.6,122,4.6,549,4.4,294,4.5,295,4.4,72,4.3,158,4.9,48,4.3,72,4.7,263,4.5,791
USA,Drama, Horror, Thriller,tt2583192,Lucid,2013,2013-06-24,87,English,P.J. Woodside,P.J. Woodside,Big Biting Pig Productions,4.7,100,4,4,4.7,100,4.3,49,2.8,4,5.5,16,3.6,27,4.7,20,6.0,4,4.4,9,5.8,6,6.6,7,4.1,36,5.6,18
USA,Horror, Thriller,,tt2585548,Babysitter Massacre,2013,2013-04-12,78,English,Henrique Couto,Henrique Couto,New Dynamic,4.4,253,9,21,4.4,253,4.3,187,3.3,16,4.6,99,4.2,67,4.1,27,3.0,2,4.5,16,3.6,7,2.9,17,4.6,125,3.5,60
India,Horror, Thriller,,tt2585562,Pizza,2012,2012-10-19,127,Tamil,Karthik Subbaraj,,Thirukumaran Entertainment,8.0,6001,8,10,8.0,6001,8.0,4189,8.3,2217,7.8,1469,4.9,91,7.4,185,7.5,60,7.4,76,5.8,15,4.4,56,7.6,293,7.9,2256
USA,Action, Horror, Sci-Fi,tt2592614,Resident Evil: The Final Chapter,2016,2017-02-03,107,English,Paul W.S. Anderson,Paul W.S. Anderson,Constantin Film,5.5,77278,380,251,5.5,77278,5.5,51905,5.5,15097,5.4,26558,5.7,5716,6.0,7106,6.1,2584,5.9,3156,6.1,623,5.6,380,5.6,7636,5.4,35390
